nuts3,constraints,lon,lat
RO213,frost_damage,27.2845672312707,47.19869585214952
RO214,frost_damage,26.37354123024673,46.96950519672874
RO215,frost_damage; gdd,25.74607434737134,47.552652885712725
RO222,frost_damage,26.749780657074517,45.24465374140267
RO226,frost_damage,26.979223145694938,45.78730968260079
RO311,frost_damage,24.88645996794041,45.0410585481408
RO314,clay_texture,25.8803333457296,44.1431741879552
RO316,frost_damage,26.015120163389852,45.11388367007005
RO317,clay_texture,25.196038677161596,44.026983048985855
RO322,clay_texture,26.146584143946694,44.52143944171147
RO412,frost_damage,23.320314724244394,45.0035910368331
RO415,frost_damage,24.10878297006353,45.09472292213981
RO422,frost_damage,22.04006438223747,45.150226931970735
RO423,frost_damage,22.938815557256927,45.751550130605914
RO424,clay_texture,21.37583838259915,45.74437917869835
RS122,soil_depth; clay_texture,20.978232506166556,45.00562958062852
RS126,clay_texture,20.498440751606953,45.46318795633667
RS226,slope; frost_damage; gdd,22.559155323669977,43.144795637625535
RS228,soil_depth; frost_damage,22.071878835212456,42.53268416036199
SE110,gdd,18.160596163025524,59.46846450880513
SE121,frost_damage; gdd,17.585597099584383,60.05276694952256
SE122,frost_damage; gdd,16.690620175954727,59.080695690775855
SE123,gdd,15.669837568726848,58.36069023203063
SE124,frost_damage; gdd,14.971803030206612,59.35432385973891
SE125,frost_damage; gdd,16.163309434160585,59.74635881969685
SE211,acidity; gdd,14.405928563546759,57.53196393261013
SE212,acidity; gdd,14.569229229359886,56.79459765120795
SE213,gdd,16.126359537393967,57.18931341659666
SE221,gdd,15.198763390140886,56.279845230860865
SE224,gdd,13.595765982127835,55.951019120424554
SE232,acidity; frost_damage; gdd,12.835914615734355,58.30882005880989
SE311,acidity; frost_damage; gdd,13.15500310832672,59.767542081165985
SE312,acidity; soil_moisture; frost_damage; gdd,14.371312284126644,60.954606847790544
SE313,acidity; frost_damage; gdd,16.30024200914032,61.44144571548712
SE321,acidity; frost_damage; gdd,17.244365775671763,63.09288979082369
SE322,soil_moisture; frost_damage; gdd,14.29759993142668,63.240683863678655
SE331,soil_moisture; frost_damage; gdd,17.87484163430309,64.86153008125748
SE332,soil_moisture; frost_damage; gdd,20.084053457022705,66.93256519942534
SI033,slope; soil_depth; soil_moisture; frost_damage,15.088042992344615,46.53145504063075
SI035,slope; soil_depth; soil_moisture,14.968947551757118,46.099035635133085
SI038,soil_moisture,14.306180249738938,45.68791564016964
SI041,soil_moisture,14.566323429339736,46.025375012373516
SI042,slope; soil_depth; soil_moisture; frost_damage; gdd,14.139487620762555,46.30373834571625
SI043,slope; soil_depth; soil_moisture; gdd,13.777893848529605,46.089286907841505
SI044,soil_depth; soil_moisture,13.88272820085388,45.62242637184105
SK022,frost_damage,18.213051548026076,48.8583248350371
SK031,frost_damage; gdd,19.177555741992,49.17758449317745
SK032,frost_damage,19.503495726513528,48.51584620470011
SK041,frost_damage,21.225324137581296,49.125150298401486
SK042,frost_damage,21.26714910548293,48.69871330132522
UA112,frost_damage,25.649321464118984,49.39978232373472
UA113,frost_damage,29.852486299420885,46.721532572129014
UA114,frost_damage,25.975095713275902,48.269485539845476
UA117,frost_damage,28.687992967941224,48.9184509083692
UA118,frost_damage,23.91152847679998,49.716135746232915
UA11B,frost_damage,23.279946028182316,48.404237076355194
UA11E,frost_damage,24.872049557043724,51.18931937939029
UA11L,frost_damage,24.622867579510263,48.70002563041927
UA11O,frost_damage,26.929434088111734,49.50272244053827
UKC12,soil_moisture; gdd,-1.0569633526652822,54.54998531312173
UKC14,drainage; soil_moisture; gdd,-1.840033280792325,54.69549059597359
UKC21,drainage; soil_moisture; gdd,-2.0691554586207648,55.23816898176519
UKD11,soil_moisture; gdd,-3.2872149166337112,54.58152935776845
UKD12,soil_moisture; gdd,-2.7303797326219668,54.593124019433304
UKD33,soil_moisture,-2.232526898155156,53.45148444033686
UKD35,drainage; soil_moisture; gdd,-2.098700379402725,53.43159958953076
UKD37,drainage; soil_moisture; gdd,-2.158097916157076,53.58648359621297
